Product code,Language,Product id,Category,List price,Price,weight,Quantity,Date added,Free shipping,Zero price action,Detailed Image,Product name,Description,Meta keywords,Meta description,Page title,Features,Options,Secondary categories,Short description,Status
N010519002008126,en,4222,Playstation///Playstation 3///In Stock,899,899,150,88,01/01/1970 03:00:00,N,R,exim/backup/images/Lego_hobbit_PS3_packshot.jpg#{[en]:;},PS3 LEGO THE HOBBIT,"<p><span style=""background-color: initial;"">The interactive game of Lego The Hobbit will allow gamers to play along side their favorite characters and scenes from the movies.</span></p>","PS3, Playstation 3, PS3 game, Lego","From the makers of the popular Lego The Lord Of the Rings, comes Lego The Hobbit, inspired by the first two films in The Hobbit Trilogy.",BT Games: Lego the Hobbit,Publication Year: T[2011]; Publisher: T[Warner Bros]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Playstation 3]; Age Limit: O[7],,,"From the makers of the popular Lego The Lord Of the Rings, comes Lego The Hobbit, inspired by the first two films in The Hobbit Trilogy.",A
N010519002008127,en,4223,Playstation///Playstation 3///In Stock,899,899,150,204,01/01/1970 03:00:00,N,R,exim/backup/images/LEGO_MOVIE_PS3_FLAT.jpg#{[en]:;},PS3 LEGO THE MOVIE GAME,"<p><span style=""background-color: initial;"">Step into the world of Emmet, an ordinary, rules-following, perfectly average citizen who is mistakenly identified as the most extraordinary person and the key to saving the world. Players guide him as he is drafted into a fellowship of strangers on an epic quest to stop an evil tyrant, a journey for which Emmet is hopelessly and hilariously underprepared.</span></p>","PS3, Playstation 3, PS3 game, Lego",Transform the ordinary into the extraordinary and experience the ultimate LEGO building experience in the all new The LEGO Movie Videogame.,BT Games: Lego the Movie Game,Publication Year: T[2013]; Publisher: T[Warner Bros]; Has Adult Content: C[N]; Genre: T[Action/ Adventure]; Format: S[Playstation 3]; Age Limit: O[10],,,Transform the ordinary into the extraordinary and experience the ultimate LEGO building experience in the all new The LEGO Movie Videogame.,A
N010522905008336,en,4224,Playstation///Playstation 3///In Stock,899,899,150,181,01/01/1970 03:00:00,N,R,exim/backup/images/LBP3_FLAT_PACK.jpg#{[en]:;},PS3 LITTLE BIG PLANET 3,"<p><span style=""background-color: initial;"">The handcrafted adventure sees Sackboy travel to a planet called Bunkum. Players there uncover unexplored corners of the Imagisphere and explore the mysterious world as you work together with new friends to rescue Bunkum from the clutches of the evil Newton!For the first time, Little Big Planet 3 features three original playable and fully customisable characters - each with their own unique set of skills. You can now bound up and over walls as the quick and agile OddSock, glide through the skies as the majestic Swoop and transform Toggle between Big Toggle, a heavy strongman, and Little Toggle, a light speedster who can walk across water! Each characters' unique abilities brings new dynamic gameplay and expands the inventive possibilities in Create mode.</span></p>","PS3, Playstation 3, PS3 game","Yes, Sackboy has returned, but this time he's brought some friends with him to help you Play, Create and Share even more in Little Big Planet 3.",BT Games: LittleBigPlanet 3,Publisher: T[Sony]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Family Fun]; Format: S[Playstation 3],,,"Yes, Sackboy has returned, but this time he's brought some friends with him to help you Play, Create and Share even more in Little Big Planet 3.",A
N010505909005210,en,4225,Playstation///Playstation 3///In Stock,899,899,150,164,01/01/1970 03:00:00,N,R,exim/backup/images/MASS_EFFECT_3_ESSENTIALS.jpg#{[en]:;},PS3 MASS EFFECT 3 ESSENTIALS,"<p><span style=""background-color: initial;"">In Mass Effect 3, an ancient alien race known only as Reapers, has launched an all-out invasion of the galaxy, leaving nothing but a trail of destruction in their wake. Earth has been taken, the galaxy is on the verge of total annihilation, and you are the only one who can stop them. The price of failure is extinction. You, as Commander Shepard, must lead the counter assault to take it back. Only you can determine how events will play out, which planets you will save from annihilation and which alliances you will form or abandon as you rally the forces of the galaxy to eliminate the Reaper threat once and for all.With co-op online multiplayer missions new to the Mass Effect universe , you can choose from a variety of classes and races, form an elite Special Forces squad, and combine weapons, powers and abilities to devastating effect as you all fight together to liberate key territories from enemy control in this third entry of the epic intergalactic RPG franchise.</span></p>","PS3, Playstation 3, PS3 game",Battle with your comrades or even your own friends in this all-out galactic war to take Earth back.,BT Games: Pre-Played® Mass Effect 3,Publication Year: T[2011]; Publisher: T[Electronic Arts]; Has Adult Content: C[Y]; Genre: T[Role Playing]; Format: S[Playstation 3]; Age Limit: O[18],,,Battle with your comrades or even your own friends in this all-out galactic war to take Earth back.,A
N010505910006126,en,4226,Playstation///Playstation 3///In Stock,899,899,150,130,01/01/1970 03:00:00,N,R,exim/backup/images/MEDAL_OF_HONOR_WARFIGHTER.png#{[en]:;},PS3 MEDAL OF HONOR WARFIGHTER ESSENTIALS,"<p><span style=""background-color: initial;"">Medal of Honor Warfighter is an up close and personal look at today's battlefield and the fight against the ongoing global terror threat. Following on the heels of 2010's Medal of Honor that took the game series out of World War II and introduced players to today's most elite U.S. warriors, Medal of Honor Warfighter takes players out of Afghanistan to continue to experience gameplay missions with a dotted line to real world incursions. This is Tier 1 on a global scale, featuring real world hotspots and international Tier 1 Operators in Multiplayer.</span></p>","PS3, Playstation 3, PS3 game","Written by active U.S. Tier 1 Operators while deployed overseas and inspired by real world threats, Medal of Honor Warfighter delivers an aggressive, gritty, and authentic experience that puts gamers in the boots of today's most precise and disciplined wa",BT Games: Medal of Honor Warfighter,Publication Year: T[2012]; Publisher: T[Electronic Arts]; Has Adult Content: C[Y]; Genre: T[Shooter]; Format: S[Playstation 3]; Age Limit: O[16],,,"Written by active U.S. Tier 1 Operators while deployed overseas and inspired by real world threats, Medal of Honor Warfighter delivers an aggressive, gritty, and authentic experience that puts gamers in the boots of today's most precise and disciplined warrior.",A
N010509701007456,en,4227,Playstation///Playstation 3///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/MGS_PP_PS3_DayOne_PEGI.JPG#{[en]:;},PS3 METAL GEAR SOLID PHANTOM PAIN,"<p><span style=""background-color: initial;"">Taking place nine years after the events of MGSV: Ground Zeroes and the fall of Mother Base, Snake a.k.a. Big Boss, awakes from a near decade-long coma. The game resumes the story in 1984, with the Cold War still as the backdrop, which continues to shape a global crisis. Snake's journey takes him into a world where he is driven by a need for revenge and the pursuit of a shadow group, XOF.Hideo Kojima, head of Kojima Productions, continues to ambitiously explore mature themes such as the psychology of warfare and the atrocities that result from those that engage in its vicious cycle. One of the most anticipated games of the year with its open-world design, photo-realistic visual fidelity and feature-rich game design, MGSV: The Phantom Pain will leave its mark as one of the hallmarks in the gaming industry for its cinematic storytelling, heavy themes, and immersive tactical gameplay.</span></p>","PS3, Playstation 3, PS3 game","Ushering in a new era for the franchise with cutting-edge technology powered by the Fox Engine, MGSV: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",BT Games: MGS Phantom Pain,Publisher: T[Konami]; Publication Year: T[2015]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 3],,,"Ushering in a new era for the franchise with cutting-edge technology powered by the Fox Engine, MGSV: The Phantom Pain, will provide players a first-rate gaming experience as they are offered tactical freedom to carry out open-world missions.",A
N010509701008028,en,4228,Playstation///Playstation 3///In Stock,899,899,150,209,01/01/1970 03:00:00,N,R,exim/backup/images/Metal_Gear_Solid_V_Ground_Zeroes.jpg#{[en]:;},PS3 METAL GEAR SOLID V GROUND ZEROES,"<p><span style=""background-color: initial;"">Assuming control of the legendary Snake (a.k.a Big Boss), players are charged to infiltrate Camp Omega where both Paz and Chico are been held. The hostages hold key information concerning Snake and his private army organisation that Snake and his ally Kaz Miller must stop from been exposed. Ground Zeroes charts the rescue and fallout that leads to The Phantom Pain. Ground Zeroes also acts as a bridge between previous Metal Gear Solid games and easing players in the new open world on MGS V.</span></p>","PS3, Playstation 3, PS3 game","Ground Zeroes acts as a prologue to the next instalment, The Phantom Pain, and takes place a year after the events of Peace Walker.",BT Games: Metal Gear Solid Ground Zeroes,Publication Year: T[2014]; Publisher: T[Konami]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 3]; Age Limit: O[18],,,"Ground Zeroes acts as a prologue to the next instalment, The Phantom Pain, and takes place a year after the events of Peace Walker.",A
N010519002008161,en,4229,Playstation///Playstation 3///In Stock,899,899,150,142,01/01/1970 03:00:00,N,R,exim/backup/images/MIDDLE_EARTH_SHADOW_OF_MORDOR.jpg#{[en]:;},PS3 MIDDLE EARTH SHADOW OF MORDOR,"<p><span style=""background-color: initial;"">Middle-earth: Shadow of Mordor is a next-generation, third-person action game set in Middle-earth that explores an original story of vengeance and redemption.Shadow of Mordor is an open-world, third-person action-adventure by Monolith Productions, set in J.R.R. Tolkien's The Lord of the Rings universe. The game is set between The Hobbit and The Lord of the Rings, just as Sauron begins to return to his former strength and search for the One Ring. At this point in history, Mordor is a dangerous place, but not yet a barren wasteland; plants and animals live there, as well as a small population of humans.</span></p>","PS3, Playstation 3, PS3 game","The player takes control of a ranger named Talion, his spirit now tied to a wraith who bears a mysterious connection to him, and has its own motives. The story follows Talion's journey into Mordor to exact revenge for his family's murder, aided by the wra",BT Games: Middle Earth Shadow of Mordor,Publication Year: T[2014]; Publisher: T[Warner Bros]; Has Adult Content: C[Y]; Genre: T[Action/ Adventure]; Format: S[Playstation 3]; Age Limit: O[18],,,"The player takes control of a ranger named Talion, his spirit now tied to a wraith who bears a mysterious connection to him, and has its own motives. The story follows Talion's journey into Mordor to exact revenge for his family's murder, aided by the wraith's spectral powers.",A
N010516003007619,en,4230,Playstation///Playstation 3///In Stock,899,899,150,628,01/01/1970 03:00:00,N,R,exim/backup/images/Minecraft_PS3.jpg#{[en]:;},PS3 MINECRAFT,"<p><span style=""background-color: initial;"">Play in creative mode and have access to all tools and materials to create and build anything you can put your mind too.Play survival mode to see how long you can survive with all the creepy crawlers that come out at night to munch on you, so you will need to build a shelter before nightfall comes.</span></p>","PS3, Playstation 3, PS3 game","If you can imagine it, you can build it! Minecraft for the Xbox 360 lets you create worlds from the comfort of your own couch and lets you imagination go wild.",BT Games: Minecraft,Publication Year: T[2014]; Publisher: T[Sony]; Has Adult Content: C[N]; Genre: T[Adventure]; Format: S[Playstation 3]; Age Limit: O[10],,,"If you can imagine it, you can build it! Minecraft for the Xbox 360 lets you create worlds from the comfort of your own couch and lets you imagination go wild.",A
N010519001006204,en,4231,Playstation///Playstation 3///In Stock,899,899,150,212,01/01/1970 03:00:00,N,R,exim/backup/images/MORTAL_KOMBAT_GOTYps3.jpg#{[en]:;},PS3 MORTAL KOMBAT GOTY EDITION,"<p><span style=""background-color: initial;"">Powered for a new graphics engine, fan favourites Fatalities, Babalities and some other interesting concepts make a return as well. With more blood and guts detailed better than ever.In addiction, there is introductions into Tag Team and the deepest story mode of any fighting title.There is an extense line-up of characters to choose from to battle against the best of mates in Verus mode or to take on several new games modes as well.</span></p>","PS3, Playstation 3, PS3 game","The newest chapter in the long running iconic series, Mortal Kombat 9 makes a triumphant return to the fighting genre. A mature presentation and a reinvention in its kombat, and bringing back the classic 2D fighing mechanic.",BT Games: Mortal Kombat,Publication Year: T[2012]; Publisher: T[Warner Bros]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 3]; Age Limit: O[18],,,"The newest chapter in the long running iconic series, Mortal Kombat 9 makes a triumphant return to the fighting genre. A mature presentation and a reinvention in its kombat, and bringing back the classic 2D fighing mechanic.",A
N010519001008331,en,4232,Playstation///Playstation 3///Pre-Order,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/MK_X_PS3.jpg#{[en]:;},PS3 MORTAL KOMBAT X,"<p><span style=""background-color: initial;"">The game combines cinematic presentation with all new gameplay to deliver the most brutal Kombat experience ever, offering a new fully-connected experience that launches players into a persistent online contest where every fight matters in a global battle for supremacy. For the first time, Mortal Kombat X gives players the ability to choose from multiple variations of each character impacting both strategy and fighting style. Players step into an original story showcasing some of the game's most prolific characters including Scorpion and Sub-Zero, while introducing new challengers that represent the forces of good and evil and tie the tale together./span></p>","PS3, Playstation 3, PS3 game","Mortal Kombat X is NetherRealm Studios' next highly anticipated instalment in its legendary, critically acclaimed fighting game franchise that propels the iconic franchise into a new generation. ",BT Games: Mortal Kombat X,Publication Year: T[2015]; Publisher: T[Warner Bros]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 3]; Age Limit: O[18],,,"Mortal Kombat X is NetherRealm Studios' next highly anticipated instalment in its legendary, critically acclaimed fighting game franchise that propels the iconic franchise into a new generation. ",A
N010516011005514,en,4233,Playstation///Playstation 3///In Stock,899,899,150,42,01/01/1970 03:00:00,N,R,exim/backup/images/DANCESTAR_PARTY_ESSENTIALS.jpg#{[en]:;},PS3 MOVE DANCESTAR PARTY ESSENTIALS,"<p><span style=""background-color: initial;"">Learn the hottest dance moves with an amazing track list packed with 40 pumping songs from your favourite artists. Get everyone at your party involved and score extra points by belting out those big choruses together. Groove along to original music videos and then check out your fancy footwork via video playbacks. Fancy yourself as a bit of a choreographer? In “Dance Creator” you can pick a track and invent your own routine, then challenge your friends to learn it. Use “Fitness Mode” to set up your own personalised exercise programme and keep track of your progress with an interactive workout chart.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game",Turn up the volume and join the DanceStar Party! Grab your PlayStation Move controller now and turn your living room into a high-energy dance floor. If you’re yet to pick up a PlayStation Move motion controller then be sure to purchase a Move Starter Pack,BT Games: Move Dance Star Party,Publication Year: T[2012]; Publisher: T[Sony]; Has Adult Content: C[N]; Genre: T[Simulator]; Format: S[Playstation 3]; Age Limit: O[13],,,Turn up the volume and join the DanceStar Party! Grab your PlayStation Move controller now and turn your living room into a high-energy dance floor. If you’re yet to pick up a PlayStation Move motion controller then be sure to purchase a Move Starter Pack for everything you need to get your party started!,A
N010522905007289,en,4234,Playstation///Playstation 3///In Stock,899,899,150,52,01/01/1970 03:00:00,N,R,exim/backup/images/DIGGS_NIGHTCRAWLER.png#{[en]:;},PS3 MOVE DIGGS NIGHTCRAWLER,"<p><span style=""background-color: initial;"">Humpty Dumpty’s been bumped off and a stealthy crook is stealing the pages of other classic stories? Can you use your crime-solving skills to catch the culprit? Enjoy an exciting new world with Diggs Nightcrawler, exclusively with PS3 and Wonderbook. Experience cutting-edge augmented reality technology as you join bookworm detective Diggs on a gripping interactive adventure.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game",Grab your Wonderbook and help private eye Diggs Nightcrawler crack his toughest ever case.,BT Games: Move Diggs Nightcrawler,Publisher: T[Sony]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Family Fun]; Format: S[Playstation 3],,,Grab your Wonderbook and help private eye Diggs Nightcrawler crack his toughest ever case.,A
N010516014004399,en,4235,Playstation///Playstation 3///In Stock,899,899,150,83,01/01/1970 03:00:00,N,R,exim/backup/images/platinum_eyepet_move_edition.jpg#{[en]:;},PS3 MOVE EYE PET PLATINUM,"<p><span style=""background-color: initial;"">Play together with amazing toys attached to your PlayStation Move. Wash and feed your pet, and choose from hundreds of outfits and fur styles. With so much to do, from fishing, to tennis, to drawing toys that come to life, you and your EyePet will have special memories forever.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","Say hello to your new friend, the marvellous and magical EyePet! Reach out with your hand to stroke him as he comes alive in your living room!",BT Games: Move Eyepet,Publisher: T[Sony]; Publication Year: T[2011]; Has Adult Content: C[N]; Genre: T[Adventure]; Format: S[Playstation 3],,,"Say hello to your new friend, the marvellous and magical EyePet! Reach out with your hand to stroke him as he comes alive in your living room!",A
N010516011005630,en,4236,Playstation///Playstation 3///In Stock,899,899,150,69,01/01/1970 03:00:00,N,R,,PS3 MOVE EYEPET AND FRIENDS ESSENTIALS,"<p><span style=""background-color: initial;"">EyePet is back and this time he's got company: 2 pets, 2 controllers and 1 augmented reality right in your living-room with the all new EyePet & Friends. EyePet & Friends is a continuation of the innovative EyePet franchise which enables kids and their family to experience the magic of a virtual Pet in the real world! It combines new technologies and gameplay, and takes both camera-based games and the Pet genre to a whole new level. Developed exclusively for PlayStation 3 by London Studio.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","Twice the mischief, double the fun!",BT Games: Move Eyepet,Publisher: T[Sony]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Simulator]; Format: S[Playstation 3],,,"Twice the mischief, double the fun!",A
N010516014004529,en,4237,Playstation///Playstation 3///In Stock,899,899,150,50,01/01/1970 03:00:00,N,R,exim/backup/images/PS_MOVE_HEROES.jpg#{[en]:;},PS3 MOVE HEROES ON THE MOVE,"<p><span style=""background-color: initial;"">Using the PlayStation Move motion controller and PlayStation Eye camera peripheral players enter an all-new adventure where characters from the Ratchet and Clank, Jak and Daxter, and Sly Cooper franchises must band together against a common enemy in order to save themselves and their respective worlds. Additional features include a two-player co-op mode and additional peripheral support for the DualShock 3 wireless controller and the PlayStation Move navigation controller.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game",PlayStation Move Heroes is action game the melds the new technology behind Sony's PlayStation Move motion-control gaming system with characters and storylines from three of PlayStation's most beloved action franchises.,BT Games: Heroes on the Move,Publication Year: T[2012]; Publisher: T[Sony]; Has Adult Content: C[N]; Genre: T[Adventure]; Format: S[Playstation 3]; Age Limit: O[13],,,PlayStation Move Heroes is action game the melds the new technology behind Sony's PlayStation Move motion-control gaming system with characters and storylines from three of PlayStation's most beloved action franchises.,A
N010518211005507,en,4238,Playstation///Playstation 3///In Stock,899,899,150,131,01/01/1970 03:00:00,N,R,exim/backup/images/just_dance_3ps3.jpg#{[en]:;},PS3 MOVE JUST DANCE 3,"<p><span style=""background-color: initial;"">Just Dance 3 kick-starts the party with 40+ tracks from multiple genres, popular artist, and top Billboard tracks. Whatever the occasion, the amazing Just Dance 3 soundtrack and fun game features will get the party started and your friends dancing all night long.You weren’t able to resist the urge to join the party, now you won’t be able to leave it. The party machine is on!Just Dance 3 kick-starts the party with 40+ tracks from multiple genres, popular artist, and top Billboard tracks. Whatever the occasion, the amazing Just Dance 3 soundtrack and fun game features will get the party started and your friends dancing all night long.You weren’t able to resist the urge to join the party, now you won’t be able to leave it. The party machine is on!</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game",Just Dance is back and the party is bigger than ever before. The new Just Dance 3 gives a new twist to the already spontaneous and outrageous dance game.,BT Games: Move Just Dance 3,Publisher: T[Ubisoft]; Publication Year: T[2011]; Has Adult Content: C[Y]; Genre: T[Simulator]; Format: S[Playstation 3],,,Just Dance is back and the party is bigger than ever before. The new Just Dance 3 gives a new twist to the already spontaneous and outrageous dance game.,A
N010518211006323,en,4239,Playstation///Playstation 3///In Stock,899,899,150,112,01/01/1970 03:00:00,N,R,exim/backup/images/JUST_DANCE_4p3.jpg#{[en]:;},PS3 MOVE JUST DANCE 4,"<p><span style=""background-color: initial;"">Just Dance 4 is your ticket to the best new music with over 40 tracks from a variety of top artists, popular genres and chart topping hits like “Good Feeling” by Flo Rida, and “Moves Like Jagger“ by Maroon 5 ft. Christina Aguilera. The tracklist also features legendary artists such as Barry White and The B-52’s to get the whole family up and moving.Just Dance 4 is the perfect catalyst for the best parties, no matter what the occasion, thanks to innovative features like the all-new Battle mode, an upgraded Just Sweat mode, and even more fun, alternative dances. Everything you know and love about Just Dance just got even better with Just Dance 4—hot new tracks, fun dances, and more.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","The world’s #1 dance game brand is back with Just Dance 4! The latest edition of the record-breaking franchise takes the party to a whole new level of fun, with over 40 all-new hits, the coolest dances and brand new features. ",BT Games: Move Just Dance 4,Publisher: T[Ubisoft]; Publication Year: T[2013]; Has Adult Content: C[Y]; Genre: T[Simulator]; Format: S[Playstation 3],,,"The world’s #1 dance game brand is back with Just Dance 4! The latest edition of the record-breaking franchise takes the party to a whole new level of fun, with over 40 all-new hits, the coolest dances and brand new features. ",A
N010516012005522,en,4240,Playstation///Playstation 3///In Stock,899,899,150,80,01/01/1970 03:00:00,N,R,exim/backup/images/MEDIEVAL_MOVES.jpg#{[en]:;},PS3 MOVE MEDIEVAL MOVES ESSENTIALS,"<p><span style=""background-color: initial;"">Master Deadmund's sword, bow and arrow, throwing stars and grappling hook thanks to the precision of the PlayStation Move motion controller. Solve ancient puzzles and carve a path through hordes of skeleton henchmen in the exciting single player quest.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","The evil Sorcerer Morgrimm has invaded Prince Edmunds Castle and plots to take over the kingdom, raising an army of skeletons from beyond. While trying to stop Morgrimm, our hero, Prince Edmund is also turned into a skeleton! Now named ""Deadmund "", he mus",BT Games: Medieva.l Moves,Publication Year: T[2013]; Publisher: T[Sony]; Has Adult Content: C[N]; Genre: T[Sports]; Format: S[Playstation 3]; Age Limit: O[10],,,"The evil Sorcerer Morgrimm has invaded Prince Edmunds Castle and plots to take over the kingdom, raising an army of skeletons from beyond. While trying to stop Morgrimm, our hero, Prince Edmund is also turned into a skeleton! Now named ""Deadmund "", he must fight to save his homeland and defeat Morgrimm and his minions to restore order to the kingdom.",A
N010522903005804,en,4241,Playstation///Playstation 3///In Stock,899,899,150,63,01/01/1970 03:00:00,N,R,exim/backup/images/MOVE_SORCERY.jpg#{[en]:;},PS3 MOVE SORCERY,"<p><span style=""background-color: initial;"">Finn must master the various types of magic – arcane, earth, ice, fire, wind, and lightning – in order to stay alive, and to become truly deserving of bearing the title sorcerer. The PlayStation Move becomes your very own magic wand to conjure up core spells, such as attack, defend and enchant. Switch spells with a specific gesture, no need for buttons or menus.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game",Become Finn a young sorcerer apprentice who must use his newly acquired magic skills on his travels deep into the heart of the Faerie Kingdom.,BT Games: Move Sorcery,Publisher: T[Sony]; Publication Year: T[2013]; Has Adult Content: C[N]; Genre: T[Adventure]; Format: S[Playstation 3],,,Become Finn a young sorcerer apprentice who must use his newly acquired magic skills on his travels deep into the heart of the Faerie Kingdom.,A
N040516099007857,en,4242,Playstation///Playstation 3///In Stock,899,899,2050,41,01/01/1970 03:00:00,N,R,exim/backup/images/SC2_MOVE_STARTER_PACK.jpg#{[en]:;},PS3 MOVE STARTER PACK+SPORTS CHAMPIONS 2,"<p><span style=""background-color: initial;"">. The PS3 system detects the absolute position of the controller in 3D space by using PlayStation Eye camera. Highly sensitive movement tracking can be accurately traced back to the game, allowing intuitive gameplay as if the player is within the game. Designed specifically for PS3 and featuring huge advances in USB camera and microphone technology, PlayStation Eye is set to revolutionise the experience of online communication on the PlayStation Network. Expanding on the market-leading heritage of the EyeToy USB Camera for PlayStation 2, the sophistication of the PlayStation Eye naturally complements the advanced features and capabilities of PS3 – all in one slickly designed, unobtrusive unit.Grab your PlayStation Move motion controller and go for gold in all new events golf boxing bowling skiing tennis and an updated archery mode.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","The corner stone of PlayStation Move, PlayStation Move motion controller combines advanced motion sensors, a dynamic colour changing sphere, vibration feedback, and an easy to use button interface. Equipped with three-axis gyroscope, three-axis accelerome",BT Games: MOVE Starter Pack + Sports Champs 2,Publisher: T[Sony]; Publication Year: T[2010]; Has Adult Content: C[N]; Genre: T[Hardware]; Format: S[Playstation 3],,,"The corner stone of PlayStation Move, PlayStation Move motion controller combines advanced motion sensors, a dynamic colour changing sphere, vibration feedback, and an easy to use button interface. Equipped with three-axis gyroscope, three-axis accelerometer and terrestrial magnetic field sensor, PlayStation Move motion controller tracks the precise movements and the angle of the controller.",A
N010516014004751,en,4243,Playstation///Playstation 3///In Stock,899,899,150,41,01/01/1970 03:00:00,N,R,exim/backup/images/THE_FIGHT_ESSENTIALS.jpg#{[en]:;},PS3 MOVE THE FIGHT ESSENTIALS,"<p><span style=""background-color: initial;"">Fight the Way You Want with PlayStation Move Grab your PlayStation Move controllers and step into the dark and gritty underground of bare knuckle brawling in The Fight: Lights Out. A launch title for the PlayStation Move controller, The Fight: Lights Out is a one-on-one fighting game featuring single player and multiplayer play options. Players utilize two Move controllers, one for each hand, to accurately track your rapid blows while the PlayStation Eye tracks your head as you duck, evade, outmanoeuvre and knockout anyone that has the guts to throw down with you. The precision and versatility of the controller/peripheral combo allows you to decide how you want to take down your next challenger. Get them in a headlock and throw elbow drops to the skull, or go ballistic by throwing nonstop haymakers. Fight clean or fight dirty, it’s entirely up to you because there are no rules. The Fight: Lights Out features both a local single player career mode and multiplayer, as well as online multiplayer.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","The most realistic motion controlled fighting game released to date, The Fight: Lights Out for PlayStation 3 challenges players to conquer the brutal world of illegal underground fighting utilising the PlayStation Move controller and the PlayStation Eye c",BT Games: Move The Fight,Publication Year: T[2012]; Publisher: T[Sony]; Has Adult Content: C[Y]; Genre: T[Action]; Format: S[Playstation 3]; Age Limit: O[16],,,"The most realistic motion controlled fighting game released to date, The Fight: Lights Out for PlayStation 3 challenges players to conquer the brutal world of illegal underground fighting utilising the PlayStation Move controller and the PlayStation Eye camera peripheral. ",A
N010522905007813,en,4244,Playstation///Playstation 3///In Stock,899,899,150,58,01/01/1970 03:00:00,N,R,exim/backup/images/BOOK_OF_POTIONS.jpg#{[en]:;},PS3 MOVE WONDERBOOK BOOK OF POTIONS,"<p><span style=""background-color: initial;"">Journey through a mysterious, enchanted garden, guided by Zygmunt Budge - an accomplished potioneer. Overcome dangerous obstacles and thrilling challenges to find out if you have what it takes to become a potions champion as you compete for the elusive Golden Cauldron. Tilt, touch and rotate your Wonderbook, and use your PlayStation Move motion controller to chop, crush and grind ingredients for your magical concoctions. Integrate your Hogwarts house and use your very own wand when you link to your account on Pottermore.com - the free, immersive and interactive website from J.K. Rowling.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","Enjoy an entirely new creation from the imagination of J.K. Rowling, set in the world of the Harry Potter stories. ",BT Games: Wonderbook Book of Potions,Publisher: T[Sony]; Publication Year: T[2011]; Has Adult Content: C[N]; Genre: T[Family Fun]; Format: S[Playstation 3],,,"Enjoy an entirely new creation from the imagination of J.K. Rowling, set in the world of the Harry Potter stories. ",A
N010522905007752,en,4245,Playstation///Playstation 3///In Stock,899,899,150,59,01/01/1970 03:00:00,N,R,exim/backup/images/WALKING_WITH_DINOS_PACK.jpg#{[en]:;},PS3 MOVE WONDERBOOK WALKING WITH DINOSAURS,"<p><span style=""background-color: initial;"">Explore history’s most awe-inspiring predators like never before and encounter the savage life-and-death struggles of prehistoric times as you interact with the dinosaurs in this truly remarkable experience. In one chapter you’ll also get the chance to meet and learn about some of the exciting new characters featured in the feature length film, Walking with Dinosaurs: The 3D Movie.</span></p>","PS3, Playstation 3, PS3 game, MOVE, move game","PlayStation and BBC Worldwide bring you Wonderbook: Walking with Dinosaurs, a fascinating journey through the prehistoric worlds of the dinosaurs brought to life all around you using the unique augmented reality technology of Wonderbook.",BT Games: Wonderbook Walking with Dinosaurs,Publisher: T[Sony]; Publication Year: T[2012]; Has Adult Content: C[N]; Genre: T[Family Fun]; Format: S[Playstation 3],,,"PlayStation and BBC Worldwide bring you Wonderbook: Walking with Dinosaurs, a fascinating journey through the prehistoric worlds of the dinosaurs brought to life all around you using the unique augmented reality technology of Wonderbook.",A
